start_station_id,hour,day_of_week,day_of_month,weekend,workingday,is_rush_hour,demand
SF-O22,3,4,4,0,1,0,1
SF-O22,3,6,20,0,1,0,1
SF-O22,3,7,21,1,0,0,1
SF-O22,4,1,8,1,0,0,1
SF-O22,4,3,3,0,1,0,1
SF-O22,4,4,11,0,1,0,1
SF-O22,5,2,2,0,1,0,1
SF-O22,5,2,16,0,1,0,1
SF-O22,5,3,24,0,1,0,1
SF-O22,5,4,18,0,1,0,1
SF-O22,5,4,25,0,1,0,1
SF-O22,5,5,19,0,1,0,1
SF-O22,5,5,26,0,1,0,1
SF-O22,5,6,20,0,1,0,1
SF-O22,6,1,1,1,0,0,1
SF-O22,6,2,9,0,1,0,5
SF-O22,6,2,23,0,1,0,1
SF-O22,6,3,3,0,1,0,2
SF-O22,6,3,10,0,1,0,2
SF-O22,6,3,17,0,1,0,2
SF-O22,6,3,24,0,1,0,2
SF-O22,6,4,4,0,1,0,1
SF-O22,6,4,11,0,1,0,1
SF-O22,6,4,18,0,1,0,1
SF-O22,6,4,25,0,1,0,3
SF-O22,6,5,5,0,1,0,1
SF-O22,6,5,12,0,1,0,1
SF-O22,6,5,19,0,1,0,1
SF-O22,6,5,26,0,1,0,1
SF-O22,6,6,6,0,1,0,1
SF-O22,6,6,13,0,1,0,1
SF-O22,6,6,27,0,1,0,3
SF-O22,6,7,28,1,0,0,1
SF-O22,7,1,8,1,0,1,1
SF-O22,7,1,15,1,0,1,1
SF-O22,7,1,22,1,0,1,2
SF-O22,7,1,29,1,0,1,2
SF-O22,7,2,2,0,1,1,4
SF-O22,7,2,9,0,1,1,2
SF-O22,7,2,16,0,1,1,3
SF-O22,7,2,23,0,1,1,3
SF-O22,7,2,30,0,1,1,6
SF-O22,7,3,3,0,1,1,3
SF-O22,7,3,10,0,1,1,1
SF-O22,7,3,17,0,1,1,6
SF-O22,7,3,24,0,1,1,2
SF-O22,7,4,4,0,1,1,2
SF-O22,7,4,11,0,1,1,3
SF-O22,7,4,18,0,1,1,4
SF-O22,7,4,25,0,1,1,6
SF-O22,7,5,5,0,1,1,3
SF-O22,7,5,12,0,1,1,5
SF-O22,7,5,19,0,1,1,2
SF-O22,7,5,26,0,1,1,4
SF-O22,7,6,6,0,1,1,1
SF-O22,7,6,13,0,1,1,7
SF-O22,7,6,20,0,1,1,2
SF-O22,7,6,27,0,1,1,4
SF-O22,7,7,14,1,0,1,4
SF-O22,7,7,21,1,0,1,2
SF-O22,7,7,28,1,0,1,2
SF-O22,8,1,22,1,0,1,1
SF-O22,8,1,29,1,0,1,3
SF-O22,8,2,2,0,1,1,3
SF-O22,8,2,9,0,1,1,8
SF-O22,8,2,16,0,1,1,4
SF-O22,8,2,23,0,1,1,4
SF-O22,8,2,30,0,1,1,3
SF-O22,8,3,3,0,1,1,7
SF-O22,8,3,10,0,1,1,3
SF-O22,8,3,17,0,1,1,5
SF-O22,8,3,24,0,1,1,6
SF-O22,8,4,4,0,1,1,5
SF-O22,8,4,11,0,1,1,2
SF-O22,8,4,18,0,1,1,3
SF-O22,8,4,25,0,1,1,4
SF-O22,8,5,5,0,1,1,6
SF-O22,8,5,12,0,1,1,2
SF-O22,8,5,19,0,1,1,5
SF-O22,8,5,26,0,1,1,5
SF-O22,8,6,6,0,1,1,7
SF-O22,8,6,13,0,1,1,3
SF-O22,8,6,20,0,1,1,4
SF-O22,8,6,27,0,1,1,7
SF-O22,8,7,7,1,0,1,3
SF-O22,8,7,14,1,0,1,2
SF-O22,8,7,21,1,0,1,3
SF-O22,8,7,28,1,0,1,1
SF-O22,9,1,1,1,0,1,1
SF-O22,9,1,8,1,0,1,4
SF-O22,9,1,15,1,0,1,1
SF-O22,9,1,22,1,0,1,2
SF-O22,9,1,29,1,0,1,3
SF-O22,9,2,2,0,1,1,4
SF-O22,9,2,9,0,1,1,6
SF-O22,9,2,16,0,1,1,5
SF-O22,9,2,23,0,1,1,6
SF-O22,9,2,30,0,1,1,1
SF-O22,9,3,3,0,1,1,6
SF-O22,9,3,10,0,1,1,2
SF-O22,9,4,4,0,1,1,2
SF-O22,9,4,11,0,1,1,3
SF-O22,9,4,18,0,1,1,3
SF-O22,9,4,25,0,1,1,3
SF-O22,9,5,5,0,1,1,5
SF-O22,9,5,12,0,1,1,4
SF-O22,9,5,19,0,1,1,3
SF-O22,9,5,26,0,1,1,5
SF-O22,9,6,6,0,1,1,4
SF-O22,9,6,13,0,1,1,2
SF-O22,9,6,20,0,1,1,1
SF-O22,9,6,27,0,1,1,7
SF-O22,9,7,7,1,0,1,4
SF-O22,9,7,14,1,0,1,4
SF-O22,9,7,21,1,0,1,1
SF-O22,9,7,28,1,0,1,3
SF-O22,10,1,1,1,0,0,2
SF-O22,10,1,8,1,0,0,5
SF-O22,10,1,15,1,0,0,5
SF-O22,10,1,22,1,0,0,6
SF-O22,10,1,29,1,0,0,3
SF-O22,10,2,2,0,1,0,1
SF-O22,10,2,9,0,1,0,4
SF-O22,10,2,16,0,1,0,2
SF-O22,10,2,23,0,1,0,3
SF-O22,10,2,30,0,1,0,2
SF-O22,10,3,3,0,1,0,4
SF-O22,10,3,10,0,1,0,3
SF-O22,10,3,17,0,1,0,2
SF-O22,10,3,24,0,1,0,3
SF-O22,10,4,4,0,1,0,2
SF-O22,10,4,11,0,1,0,3
SF-O22,10,4,18,0,1,0,2
SF-O22,10,4,25,0,1,0,3
SF-O22,10,5,5,0,1,0,2
SF-O22,10,5,12,0,1,0,2
SF-O22,10,5,19,0,1,0,5
SF-O22,10,5,26,0,1,0,5
SF-O22,10,6,6,0,1,0,6
SF-O22,10,6,13,0,1,0,1
SF-O22,10,6,27,0,1,0,4
SF-O22,10,7,7,1,0,0,4
SF-O22,10,7,14,1,0,0,3
SF-O22,10,7,21,1,0,0,7
SF-O22,10,7,28,1,0,0,5
SF-O22,11,1,1,1,0,0,3
SF-O22,11,1,8,1,0,0,2
SF-O22,11,1,15,1,0,0,3
SF-O22,11,1,22,1,0,0,2
SF-O22,11,1,29,1,0,0,2
SF-O22,11,2,2,0,1,0,5
SF-O22,11,2,9,0,1,0,1
SF-O22,11,2,16,0,1,0,6
SF-O22,11,2,23,0,1,0,2
SF-O22,11,3,3,0,1,0,2
SF-O22,11,3,10,0,1,0,1
SF-O22,11,3,17,0,1,0,2
SF-O22,11,3,24,0,1,0,3
SF-O22,11,4,4,0,1,0,1
SF-O22,11,4,11,0,1,0,3
SF-O22,11,4,18,0,1,0,4
SF-O22,11,4,25,0,1,0,3
SF-O22,11,5,5,0,1,0,3
SF-O22,11,5,12,0,1,0,3
SF-O22,11,5,19,0,1,0,9
SF-O22,11,5,26,0,1,0,4
SF-O22,11,6,6,0,1,0,2
SF-O22,11,6,13,0,1,0,3
SF-O22,11,6,20,0,1,0,2
SF-O22,11,6,27,0,1,0,4
SF-O22,11,7,7,1,0,0,6
SF-O22,11,7,14,1,0,0,2
SF-O22,11,7,21,1,0,0,3
SF-O22,11,7,28,1,0,0,5
SF-O22,12,1,1,1,0,0,4
SF-O22,12,1,8,1,0,0,5
SF-O22,12,1,15,1,0,0,5
SF-O22,12,1,22,1,0,0,7
SF-O22,12,1,29,1,0,0,12
SF-O22,12,2,2,0,1,0,8
SF-O22,12,2,9,0,1,0,3
SF-O22,12,2,16,0,1,0,3
SF-O22,12,2,23,0,1,0,1
SF-O22,12,2,30,0,1,0,2
SF-O22,12,3,10,0,1,0,4
SF-O22,12,3,17,0,1,0,1
SF-O22,12,3,24,0,1,0,2
SF-O22,12,4,4,0,1,0,3
SF-O22,12,4,11,0,1,0,4
SF-O22,12,4,18,0,1,0,5
SF-O22,12,4,25,0,1,0,2
SF-O22,12,5,5,0,1,0,1
SF-O22,12,5,12,0,1,0,4
SF-O22,12,5,19,0,1,0,3
SF-O22,12,5,26,0,1,0,7
SF-O22,12,6,6,0,1,0,5
SF-O22,12,6,13,0,1,0,4
SF-O22,12,6,20,0,1,0,3
SF-O22,12,6,27,0,1,0,5
SF-O22,12,7,7,1,0,0,14
SF-O22,12,7,14,1,0,0,10
SF-O22,12,7,21,1,0,0,7
SF-O22,12,7,28,1,0,0,7
SF-O22,13,1,1,1,0,0,4
SF-O22,13,1,8,1,0,0,5
SF-O22,13,1,15,1,0,0,3
SF-O22,13,1,22,1,0,0,3
SF-O22,13,1,29,1,0,0,6
SF-O22,13,2,2,0,1,0,4
SF-O22,13,2,9,0,1,0,1
SF-O22,13,2,16,0,1,0,2
SF-O22,13,2,23,0,1,0,1
SF-O22,13,2,30,0,1,0,2
SF-O22,13,3,3,0,1,0,5
SF-O22,13,3,10,0,1,0,5
SF-O22,13,3,17,0,1,0,2
SF-O22,13,3,24,0,1,0,4
SF-O22,13,4,4,0,1,0,8
SF-O22,13,4,11,0,1,0,2
SF-O22,13,4,18,0,1,0,3
SF-O22,13,4,25,0,1,0,3
SF-O22,13,5,5,0,1,0,1
SF-O22,13,5,12,0,1,0,1
SF-O22,13,5,19,0,1,0,5
SF-O22,13,5,26,0,1,0,2
SF-O22,13,6,6,0,1,0,3
SF-O22,13,6,13,0,1,0,3
SF-O22,13,6,27,0,1,0,6
SF-O22,13,7,7,1,0,0,4
SF-O22,13,7,14,1,0,0,6
SF-O22,13,7,21,1,0,0,4
SF-O22,13,7,28,1,0,0,2
SF-O22,14,1,1,1,0,0,3
SF-O22,14,1,8,1,0,0,2
SF-O22,14,1,15,1,0,0,4
SF-O22,14,1,22,1,0,0,8
SF-O22,14,1,29,1,0,0,9
SF-O22,14,2,2,0,1,0,5
SF-O22,14,2,9,0,1,0,3
SF-O22,14,2,23,0,1,0,2
SF-O22,14,2,30,0,1,0,4
SF-O22,14,3,3,0,1,0,2
SF-O22,14,3,10,0,1,0,3
SF-O22,14,3,17,0,1,0,5
SF-O22,14,4,4,0,1,0,2
SF-O22,14,4,11,0,1,0,3
SF-O22,14,4,18,0,1,0,2
SF-O22,14,5,5,0,1,0,3
SF-O22,14,5,12,0,1,0,1
SF-O22,14,5,19,0,1,0,3
SF-O22,14,5,26,0,1,0,3
SF-O22,14,6,6,0,1,0,6
SF-O22,14,6,13,0,1,0,6
SF-O22,14,6,20,0,1,0,5
SF-O22,14,6,27,0,1,0,3
SF-O22,14,7,7,1,0,0,6
SF-O22,14,7,14,1,0,0,3
SF-O22,14,7,21,1,0,0,5
SF-O22,14,7,28,1,0,0,5
SF-O22,15,1,1,1,0,0,9
SF-O22,15,1,8,1,0,0,9
SF-O22,15,1,15,1,0,0,6
SF-O22,15,1,22,1,0,0,6
SF-O22,15,1,29,1,0,0,5
SF-O22,15,2,2,0,1,0,4
SF-O22,15,2,9,0,1,0,4
SF-O22,15,2,16,0,1,0,4
SF-O22,15,2,23,0,1,0,5
SF-O22,15,2,30,0,1,0,5
SF-O22,15,3,3,0,1,0,2
SF-O22,15,3,10,0,1,0,1
SF-O22,15,3,17,0,1,0,2
SF-O22,15,3,24,0,1,0,3
SF-O22,15,4,4,0,1,0,3
SF-O22,15,4,11,0,1,0,4
SF-O22,15,4,18,0,1,0,6
SF-O22,15,4,25,0,1,0,4
SF-O22,15,5,5,0,1,0,8
SF-O22,15,5,12,0,1,0,2
SF-O22,15,5,19,0,1,0,2
SF-O22,15,5,26,0,1,0,4
SF-O22,15,6,6,0,1,0,4
SF-O22,15,6,13,0,1,0,7
SF-O22,15,6,20,0,1,0,3
SF-O22,15,6,27,0,1,0,9
SF-O22,15,7,7,1,0,0,3
SF-O22,15,7,14,1,0,0,14
SF-O22,15,7,21,1,0,0,8
SF-O22,15,7,28,1,0,0,15
SF-O22,16,1,1,1,0,0,7
SF-O22,16,1,8,1,0,0,8
SF-O22,16,1,15,1,0,0,2
SF-O22,16,1,22,1,0,0,4
SF-O22,16,1,29,1,0,0,13
SF-O22,16,2,2,0,1,0,3
SF-O22,16,2,9,0,1,0,4
SF-O22,16,2,16,0,1,0,2
SF-O22,16,2,23,0,1,0,5
SF-O22,16,2,30,0,1,0,2
SF-O22,16,3,10,0,1,0,4
SF-O22,16,3,17,0,1,0,2
SF-O22,16,3,24,0,1,0,3
SF-O22,16,4,4,0,1,0,4
SF-O22,16,4,11,0,1,0,3
SF-O22,16,4,18,0,1,0,5
SF-O22,16,4,25,0,1,0,6
SF-O22,16,5,5,0,1,0,4
SF-O22,16,5,12,0,1,0,3
SF-O22,16,5,19,0,1,0,5
SF-O22,16,5,26,0,1,0,5
SF-O22,16,6,6,0,1,0,6
SF-O22,16,6,13,0,1,0,4
SF-O22,16,6,20,0,1,0,6
SF-O22,16,6,27,0,1,0,6
SF-O22,16,7,7,1,0,0,13
SF-O22,16,7,14,1,0,0,4
SF-O22,16,7,21,1,0,0,8
SF-O22,16,7,28,1,0,0,12
SF-O22,17,1,1,1,0,1,4
SF-O22,17,1,8,1,0,1,4
SF-O22,17,1,15,1,0,1,8
SF-O22,17,1,22,1,0,1,6
SF-O22,17,1,29,1,0,1,4
SF-O22,17,2,2,0,1,1,14
SF-O22,17,2,9,0,1,1,10
SF-O22,17,2,16,0,1,1,4
SF-O22,17,2,23,0,1,1,7
SF-O22,17,2,30,0,1,1,9
SF-O22,17,3,3,0,1,1,6
SF-O22,17,3,10,0,1,1,8
SF-O22,17,3,17,0,1,1,5
SF-O22,17,3,24,0,1,1,6
SF-O22,17,4,4,0,1,1,7
SF-O22,17,4,11,0,1,1,2
SF-O22,17,4,18,0,1,1,8
SF-O22,17,4,25,0,1,1,6
SF-O22,17,5,5,0,1,1,4
SF-O22,17,5,12,0,1,1,5
SF-O22,17,5,19,0,1,1,8
SF-O22,17,5,26,0,1,1,7
SF-O22,17,6,6,0,1,1,5
SF-O22,17,6,13,0,1,1,3
SF-O22,17,6,20,0,1,1,4
SF-O22,17,6,27,0,1,1,11
SF-O22,17,7,7,1,0,1,8
SF-O22,17,7,14,1,0,1,9
SF-O22,17,7,21,1,0,1,11
SF-O22,17,7,28,1,0,1,18
SF-O22,18,1,1,1,0,1,4
SF-O22,18,1,8,1,0,1,4
SF-O22,18,1,15,1,0,1,5
SF-O22,18,1,22,1,0,1,5
SF-O22,18,1,29,1,0,1,4
SF-O22,18,2,2,0,1,1,8
SF-O22,18,2,9,0,1,1,8
SF-O22,18,2,16,0,1,1,3
SF-O22,18,2,23,0,1,1,11
SF-O22,18,2,30,0,1,1,15
SF-O22,18,3,3,0,1,1,2
SF-O22,18,3,10,0,1,1,7
SF-O22,18,3,17,0,1,1,4
SF-O22,18,3,24,0,1,1,5
SF-O22,18,4,4,0,1,1,12
SF-O22,18,4,11,0,1,1,5
SF-O22,18,4,18,0,1,1,12
SF-O22,18,4,25,0,1,1,10
SF-O22,18,5,5,0,1,1,8
SF-O22,18,5,12,0,1,1,6
SF-O22,18,5,19,0,1,1,1
SF-O22,18,5,26,0,1,1,6
SF-O22,18,6,6,0,1,1,10
SF-O22,18,6,13,0,1,1,12
SF-O22,18,6,20,0,1,1,10
SF-O22,18,6,27,0,1,1,8
SF-O22,18,7,7,1,0,1,12
SF-O22,18,7,14,1,0,1,4
SF-O22,18,7,21,1,0,1,6
SF-O22,18,7,28,1,0,1,11
SF-O22,19,1,1,1,0,1,5
SF-O22,19,1,8,1,0,1,4
SF-O22,19,1,15,1,0,1,6
SF-O22,19,1,22,1,0,1,8
SF-O22,19,1,29,1,0,1,1
SF-O22,19,2,2,0,1,1,10
SF-O22,19,2,9,0,1,1,15
SF-O22,19,2,16,0,1,1,6
SF-O22,19,2,23,0,1,1,8
SF-O22,19,2,30,0,1,1,11
SF-O22,19,3,3,0,1,1,14
SF-O22,19,3,10,0,1,1,12
SF-O22,19,3,17,0,1,1,8
SF-O22,19,3,24,0,1,1,4
SF-O22,19,4,4,0,1,1,3
SF-O22,19,4,11,0,1,1,4
SF-O22,19,4,18,0,1,1,4
SF-O22,19,4,25,0,1,1,8
SF-O22,19,5,5,0,1,1,5
SF-O22,19,5,12,0,1,1,9
SF-O22,19,5,19,0,1,1,11
SF-O22,19,5,26,0,1,1,6
SF-O22,19,6,6,0,1,1,2
SF-O22,19,6,13,0,1,1,3
SF-O22,19,6,20,0,1,1,4
SF-O22,19,6,27,0,1,1,10
SF-O22,19,7,7,1,0,1,7
SF-O22,19,7,14,1,0,1,3
SF-O22,19,7,21,1,0,1,4
SF-O22,19,7,28,1,0,1,12
SF-O22,20,1,1,1,0,0,2
SF-O22,20,1,8,1,0,0,4
SF-O22,20,1,15,1,0,0,3
SF-O22,20,1,22,1,0,0,3
SF-O22,20,1,29,1,0,0,5
SF-O22,20,2,2,0,1,0,5
SF-O22,20,2,9,0,1,0,2
SF-O22,20,2,16,0,1,0,5
SF-O22,20,2,23,0,1,0,2
SF-O22,20,2,30,0,1,0,3
SF-O22,20,3,3,0,1,0,10
SF-O22,20,3,10,0,1,0,4
SF-O22,20,3,17,0,1,0,8
SF-O22,20,3,24,0,1,0,4
SF-O22,20,4,4,0,1,0,1
SF-O22,20,4,11,0,1,0,3
SF-O22,20,4,18,0,1,0,3
SF-O22,20,4,25,0,1,0,5
SF-O22,20,5,5,0,1,0,5
SF-O22,20,5,12,0,1,0,8
SF-O22,20,5,19,0,1,0,1
SF-O22,20,5,26,0,1,0,5
SF-O22,20,6,6,0,1,0,7
SF-O22,20,6,13,0,1,0,3
SF-O22,20,6,20,0,1,0,2
SF-O22,20,6,27,0,1,0,3
SF-O22,20,7,7,1,0,0,7
SF-O22,20,7,14,1,0,0,2
SF-O22,20,7,21,1,0,0,7
SF-O22,20,7,28,1,0,0,4
SF-O22,21,1,1,1,0,0,1
SF-O22,21,1,8,1,0,0,1
SF-O22,21,1,15,1,0,0,1
SF-O22,21,1,22,1,0,0,6
SF-O22,21,1,29,1,0,0,2
SF-O22,21,2,2,0,1,0,5
SF-O22,21,2,16,0,1,0,7
SF-O22,21,2,23,0,1,0,3
SF-O22,21,2,30,0,1,0,3
SF-O22,21,3,3,0,1,0,4
SF-O22,21,3,10,0,1,0,3
SF-O22,21,3,17,0,1,0,2
SF-O22,21,3,24,0,1,0,4
SF-O22,21,4,4,0,1,0,8
SF-O22,21,4,11,0,1,0,2
SF-O22,21,4,18,0,1,0,2
SF-O22,21,4,25,0,1,0,5
SF-O22,21,5,5,0,1,0,4
SF-O22,21,5,12,0,1,0,9
SF-O22,21,5,19,0,1,0,6
SF-O22,21,5,26,0,1,0,5
SF-O22,21,6,6,0,1,0,5
SF-O22,21,6,13,0,1,0,5
SF-O22,21,6,27,0,1,0,8
SF-O22,21,7,7,1,0,0,5
SF-O22,21,7,14,1,0,0,7
SF-O22,21,7,21,1,0,0,1
SF-O22,21,7,28,1,0,0,4
SF-O22,22,1,1,1,0,0,1
SF-O22,22,1,15,1,0,0,2
SF-O22,22,1,22,1,0,0,1
SF-O22,22,1,29,1,0,0,2
SF-O22,22,2,2,0,1,0,1
SF-O22,22,2,16,0,1,0,1
SF-O22,22,2,23,0,1,0,2
SF-O22,22,2,30,0,1,0,1
SF-O22,22,3,3,0,1,0,2
SF-O22,22,3,10,0,1,0,1
SF-O22,22,3,17,0,1,0,3
SF-O22,22,3,24,0,1,0,6
SF-O22,22,4,4,0,1,0,6
SF-O22,22,4,11,0,1,0,2
SF-O22,22,4,25,0,1,0,4
SF-O22,22,5,5,0,1,0,6
SF-O22,22,5,12,0,1,0,2
SF-O22,22,5,26,0,1,0,4
SF-O22,22,6,6,0,1,0,4
SF-O22,22,6,13,0,1,0,4
SF-O22,22,6,20,0,1,0,9
SF-O22,22,6,27,0,1,0,2
SF-O22,22,7,7,1,0,0,5
SF-O22,22,7,14,1,0,0,10
SF-O22,22,7,21,1,0,0,10
SF-O22,23,1,8,1,0,0,1
SF-O22,23,1,29,1,0,0,1
SF-O22,23,2,30,0,1,0,1
SF-O22,23,3,3,0,1,0,2
SF-O22,23,3,17,0,1,0,2
SF-O22,23,4,4,0,1,0,1
SF-O22,23,4,18,0,1,0,2
SF-O22,23,5,5,0,1,0,1
SF-O22,23,5,12,0,1,0,1
SF-O22,23,5,19,0,1,0,4
SF-O22,23,5,26,0,1,0,1
SF-O22,23,6,6,0,1,0,2
SF-O22,23,6,20,0,1,0,2
SF-O22,23,6,27,0,1,0,7
SF-O22,23,7,7,1,0,0,3
SF-O22,23,7,14,1,0,0,2
SF-O22,23,7,28,1,0,0,3
SF-O23,0,1,1,1,0,0,5
SF-O23,0,1,8,1,0,0,1
SF-O23,0,1,22,1,0,0,10
SF-O23,0,1,29,1,0,0,2
SF-O23,0,2,30,0,1,0,1
SF-O23,0,3,3,0,1,0,1
SF-O23,0,3,24,0,1,0,1
SF-O23,0,4,4,0,1,0,1
SF-O23,0,4,11,0,1,0,1
SF-O23,0,6,6,0,1,0,1
SF-O23,0,7,7,1,0,0,1
SF-O23,0,7,14,1,0,0,1
SF-O23,0,7,28,1,0,0,1
SF-O23,1,1,1,1,0,0,2
SF-O23,1,1,15,1,0,0,1
SF-O23,1,2,2,0,1,0,1
SF-O23,1,5,12,0,1,0,2
SF-O23,1,5,19,0,1,0,1
SF-O23,1,7,21,1,0,0,1
SF-O23,2,2,2,0,1,0,1
SF-O23,2,7,14,1,0,0,2
SF-O23,2,7,28,1,0,0,1
SF-O23,3,1,15,1,0,0,1
SF-O23,3,4,25,0,1,0,1
SF-O23,3,7,28,1,0,0,1
SF-O23,4,1,29,1,0,0,1
SF-O23,4,3,10,0,1,0,1
SF-O23,5,2,16,0,1,0,1
SF-O23,5,3,17,0,1,0,1
SF-O23,5,4,18,0,1,0,1
SF-O23,6,2,16,0,1,0,1
SF-O23,6,3,10,0,1,0,1
SF-O23,6,3,24,0,1,0,1
SF-O23,6,4,4,0,1,0,1
SF-O23,6,4,25,0,1,0,1
SF-O23,6,5,5,0,1,0,1
SF-O23,6,5,26,0,1,0,1
SF-O23,6,6,6,0,1,0,1
SF-O23,6,6,13,0,1,0,1
SF-O23,7,2,2,0,1,1,3
SF-O23,7,2,9,0,1,1,2
SF-O23,7,3,3,0,1,1,7
SF-O23,7,3,10,0,1,1,4
SF-O23,7,3,17,0,1,1,2
SF-O23,7,3,24,0,1,1,2
SF-O23,7,4,11,0,1,1,2
SF-O23,7,4,18,0,1,1,1
SF-O23,7,4,25,0,1,1,2
SF-O23,7,5,5,0,1,1,2
SF-O23,7,5,12,0,1,1,4
SF-O23,7,5,19,0,1,1,1
SF-O23,7,5,26,0,1,1,2
SF-O23,7,6,6,0,1,1,1
SF-O23,7,6,20,0,1,1,2
SF-O23,7,6,27,0,1,1,2
SF-O23,8,1,1,1,0,1,1
SF-O23,8,1,8,1,0,1,1
SF-O23,8,1,15,1,0,1,1
SF-O23,8,1,29,1,0,1,2
SF-O23,8,2,2,0,1,1,3
SF-O23,8,2,9,0,1,1,1
SF-O23,8,2,16,0,1,1,1
SF-O23,8,2,30,0,1,1,2
SF-O23,8,3,3,0,1,1,5
SF-O23,8,3,10,0,1,1,8
SF-O23,8,3,17,0,1,1,10
SF-O23,8,3,24,0,1,1,6
SF-O23,8,4,4,0,1,1,6
SF-O23,8,4,11,0,1,1,3
SF-O23,8,4,18,0,1,1,3
SF-O23,8,4,25,0,1,1,2
SF-O23,8,5,5,0,1,1,2
SF-O23,8,5,12,0,1,1,8
SF-O23,8,5,19,0,1,1,2
SF-O23,8,5,26,0,1,1,5
SF-O23,8,6,6,0,1,1,2
SF-O23,8,6,13,0,1,1,4
SF-O23,8,6,20,0,1,1,4
SF-O23,8,6,27,0,1,1,1
SF-O23,8,7,7,1,0,1,2
SF-O23,9,1,1,1,0,1,4
SF-O23,9,1,8,1,0,1,2
SF-O23,9,1,15,1,0,1,1
SF-O23,9,1,22,1,0,1,2
SF-O23,9,2,9,0,1,1,5
SF-O23,9,2,16,0,1,1,4
SF-O23,9,2,23,0,1,1,1
SF-O23,9,2,30,0,1,1,1
SF-O23,9,3,3,0,1,1,1
SF-O23,9,3,10,0,1,1,4
SF-O23,9,3,17,0,1,1,4
SF-O23,9,3,24,0,1,1,2
SF-O23,9,4,4,0,1,1,4
SF-O23,9,4,11,0,1,1,3
SF-O23,9,4,18,0,1,1,2
SF-O23,9,4,25,0,1,1,1
SF-O23,9,5,5,0,1,1,2
SF-O23,9,5,12,0,1,1,4
SF-O23,9,5,19,0,1,1,2
SF-O23,9,5,26,0,1,1,1
SF-O23,9,6,6,0,1,1,1
SF-O23,9,6,20,0,1,1,2
SF-O23,9,6,27,0,1,1,1
SF-O23,9,7,7,1,0,1,2
SF-O23,9,7,14,1,0,1,4
SF-O23,9,7,21,1,0,1,3
SF-O23,9,7,28,1,0,1,4
SF-O23,10,1,1,1,0,0,2
SF-O23,10,1,8,1,0,0,1
SF-O23,10,1,15,1,0,0,2
SF-O23,10,1,22,1,0,0,2
SF-O23,10,1,29,1,0,0,4
SF-O23,10,2,2,0,1,0,3
SF-O23,10,2,9,0,1,0,1
SF-O23,10,2,16,0,1,0,3
SF-O23,10,2,23,0,1,0,3
SF-O23,10,2,30,0,1,0,4
SF-O23,10,3,3,0,1,0,4
SF-O23,10,3,10,0,1,0,2
SF-O23,10,3,24,0,1,0,3
SF-O23,10,4,4,0,1,0,3
SF-O23,10,4,18,0,1,0,3
SF-O23,10,4,25,0,1,0,2
SF-O23,10,5,5,0,1,0,3
SF-O23,10,5,12,0,1,0,3
SF-O23,10,5,19,0,1,0,2
SF-O23,10,6,13,0,1,0,2
SF-O23,10,6,20,0,1,0,1
SF-O23,10,7,7,1,0,0,2
SF-O23,10,7,14,1,0,0,2
SF-O23,10,7,21,1,0,0,2
SF-O23,10,7,28,1,0,0,4
SF-O23,11,1,1,1,0,0,1
SF-O23,11,1,8,1,0,0,4
SF-O23,11,1,22,1,0,0,2
SF-O23,11,1,29,1,0,0,1
SF-O23,11,2,2,0,1,0,4
SF-O23,11,2,9,0,1,0,3
SF-O23,11,2,16,0,1,0,1
SF-O23,11,2,23,0,1,0,1
SF-O23,11,3,3,0,1,0,2
SF-O23,11,3,10,0,1,0,2
SF-O23,11,3,17,0,1,0,2
SF-O23,11,3,24,0,1,0,2
SF-O23,11,4,4,0,1,0,4
SF-O23,11,4,11,0,1,0,2
SF-O23,11,4,18,0,1,0,2
SF-O23,11,4,25,0,1,0,3
SF-O23,11,5,12,0,1,0,2
SF-O23,11,5,19,0,1,0,4
SF-O23,11,5,26,0,1,0,3
SF-O23,11,6,6,0,1,0,4
SF-O23,11,6,13,0,1,0,1
SF-O23,11,6,20,0,1,0,1
SF-O23,11,6,27,0,1,0,3
SF-O23,11,7,7,1,0,0,6
SF-O23,11,7,14,1,0,0,2
SF-O23,11,7,21,1,0,0,7
SF-O23,11,7,28,1,0,0,5
SF-O23,12,1,8,1,0,0,3
SF-O23,12,1,15,1,0,0,1
SF-O23,12,1,22,1,0,0,2
SF-O23,12,1,29,1,0,0,3
SF-O23,12,2,2,0,1,0,1
SF-O23,12,2,9,0,1,0,2
SF-O23,12,2,16,0,1,0,1
SF-O23,12,2,23,0,1,0,1
SF-O23,12,2,30,0,1,0,4
SF-O23,12,3,3,0,1,0,2
SF-O23,12,3,10,0,1,0,3
SF-O23,12,3,17,0,1,0,1
SF-O23,12,3,24,0,1,0,4
SF-O23,12,4,4,0,1,0,2
SF-O23,12,4,11,0,1,0,4
SF-O23,12,4,18,0,1,0,1
SF-O23,12,4,25,0,1,0,1
SF-O23,12,5,5,0,1,0,2
SF-O23,12,5,12,0,1,0,2
SF-O23,12,5,19,0,1,0,2
SF-O23,12,5,26,0,1,0,1
SF-O23,12,6,6,0,1,0,5
SF-O23,12,6,13,0,1,0,5
SF-O23,12,6,20,0,1,0,4
SF-O23,12,6,27,0,1,0,1
SF-O23,12,7,7,1,0,0,4
SF-O23,12,7,14,1,0,0,5
SF-O23,12,7,21,1,0,0,2
SF-O23,12,7,28,1,0,0,6
SF-O23,13,1,1,1,0,0,2
SF-O23,13,1,8,1,0,0,3
